"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Census Region","Census Region Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2016","2016",2233,15332499,14.6,14.0,15.2,0.3
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2017","2017",2546,15590474,16.3,15.7,17.0,0.3
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2018","2018",2563,15788540,16.2,15.6,16.9,0.3
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2019","2019",2754,15948589,17.3,16.6,17.9,0.3
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2020","2020",3871,16044184,24.1,23.4,24.9,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","1999","1999",175,4933032,3.5,3.0,4.1,0.3
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2000","2000",155,5077148,3.1,2.6,3.5,0.2
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2001","2001",157,5315692,3.0,2.5,3.4,0.2
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2002","2002",271,5697092,4.8,4.2,5.3,0.3
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2003","2003",325,6024358,5.4,4.8,6.0,0.3
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2004","2004",399,6350289,6.3,5.7,6.9,0.3
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2005","2005",453,6691835,6.8,6.1,7.4,0.3
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2006","2006",563,7020689,8.0,7.4,8.7,0.3
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2007","2007",622,7324764,8.5,7.8,9.2,0.3
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2008","2008",733,7603136,9.6,8.9,10.3,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2009","2009",850,7915291,10.7,10.0,11.5,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2010","2010",868,8171927,10.6,9.9,11.3,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2011","2011",948,8534236,11.1,10.4,11.8,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2012","2012",925,8679976,10.7,10.0,11.3,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2013","2013",1055,8843055,11.9,11.2,12.7,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2014","2014",1151,9031412,12.7,12.0,13.5,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2015","2015",1170,9222614,12.7,12.0,13.4,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2016","2016",1204,9361540,12.9,12.1,13.6,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2017","2017",1199,9485010,12.6,11.9,13.4,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2018","2018",1238,9535742,13.0,12.3,13.7,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2019","2019",1329,9558129,13.9,13.2,14.7,0.4
,"55-64 years","55-64","Census Region 4: West","CENS-R4","2020","2020",1733,9530347,18.2,17.3,19.0,0.4
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","1999","1999",13,3790563,Unreliable,0.2,0.6,0.1
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2000","2000",13,3768272,Unreliable,0.2,0.6,0.1
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2001","2001",14,3718920,Unreliable,0.2,0.6,0.1
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2002","2002",15,3680439,Unreliable,0.2,0.7,0.1
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2003","2003",23,3655211,0.6,0.4,0.9,0.1
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2004","2004",19,3638670,Unreliable,0.3,0.8,0.1
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2005","2005",28,3623394,0.8,0.5,1.1,0.1
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2006","2006",38,3626862,1.0,0.7,1.4,0.2
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2007","2007",32,3685547,0.9,0.6,1.2,0.2
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2008","2008",44,3819109,1.2,0.8,1.5,0.2
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2009","2009",45,3926431,1.1,0.8,1.5,0.2
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2010","2010",50,3995808,1.3,0.9,1.6,0.2
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2011","2011",46,4111231,1.1,0.8,1.5,0.2
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2012","2012",68,4378485,1.6,1.2,2.0,0.2
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2013","2013",106,4583968,2.3,1.9,2.8,0.2
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2014","2014",116,4765579,2.4,2.0,2.9,0.2
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2015","2015",153,4947995,3.1,2.6,3.6,0.2
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2016","2016",213,5115772,4.2,3.6,4.7,0.3
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2017","2017",275,5313017,5.2,4.6,5.8,0.3
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2018","2018",354,5413155,6.5,5.9,7.2,0.3
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2019","2019",425,5576118,7.6,6.9,8.3,0.4
,"65-74 years","65-74","Census Region 1: Northeast","CENS-R1","2020","2020",589,5753234,10.2,9.4,11.1,0.4
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","1999","1999",12,4268853,Unreliable,0.1,0.5,0.1
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2000","2000",10,4247710,Unreliable,0.1,0.4,0.1
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2001","2001",Suppressed,4213025,Suppressed,Suppressed,Suppressed,Suppressed
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2002","2002",20,4182847,0.5,0.3,0.7,0.1
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2003","2003",19,4182073,Unreliable,0.3,0.7,0.1
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2004","2004",30,4196630,0.7,0.5,1.0,0.1
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2005","2005",34,4211047,0.8,0.6,1.1,0.1
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2006","2006",26,4259451,0.6,0.4,0.9,0.1
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2007","2007",43,4355091,1.0,0.7,1.3,0.2
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2008","2008",59,4511655,1.3,1.0,1.7,0.2
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2009","2009",64,4644031,1.4,1.1,1.8,0.2
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2010","2010",50,4724897,1.1,0.8,1.4,0.1
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2011","2011",84,4849773,1.7,1.4,2.1,0.2
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2012","2012",90,5148193,1.7,1.4,2.1,0.2
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2013","2013",103,5385237,1.9,1.5,2.3,0.2
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2014","2014",159,5611584,2.8,2.4,3.3,0.2
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2015","2015",190,5837855,3.3,2.8,3.7,0.2
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2016","2016",229,6056355,3.8,3.3,4.3,0.2
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2017","2017",316,6297115,5.0,4.5,5.6,0.3
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2018","2018",377,6472820,5.8,5.2,6.4,0.3
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2019","2019",434,6694036,6.5,5.9,7.1,0.3
,"65-74 years","65-74","Census Region 2: Midwest","CENS-R2","2020","2020",548,6936162,7.9,7.2,8.6,0.3
,"65-74 years","65-74","Census Region 3: South","CENS-R3","1999","1999",25,6704954,0.4,0.2,0.6,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2000","2000",21,6711853,0.3,0.2,0.5,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2001","2001",42,6756918,0.6,0.4,0.8,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2002","2002",52,6794599,0.8,0.6,1.0,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2003","2003",56,6874214,0.8,0.6,1.1,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2004","2004",68,6975758,1.0,0.8,1.2,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2005","2005",69,7113188,1.0,0.8,1.2,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2006","2006",75,7289943,1.0,0.8,1.3,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2007","2007",111,7500481,1.5,1.2,1.8,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2008","2008",105,7820122,1.3,1.1,1.6,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2009","2009",150,8113356,1.8,1.6,2.1,0.2
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2010","2010",123,8306759,1.5,1.2,1.7,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2011","2011",170,8609771,2.0,1.7,2.3,0.2
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2012","2012",180,9192244,2.0,1.7,2.2,0.1
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2013","2013",233,9657359,2.4,2.1,2.7,0.2
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2014","2014",273,10119689,2.7,2.4,3.0,0.2
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2015","2015",315,10557273,3.0,2.7,3.3,0.2
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2016","2016",451,10977845,4.1,3.7,4.5,0.2
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2017","2017",455,11352578,4.0,3.6,4.4,0.2
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2018","2018",588,11662480,5.0,4.6,5.4,0.2
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2019","2019",631,12030866,5.2,4.8,5.7,0.2
,"65-74 years","65-74","Census Region 3: South","CENS-R3","2020","2020",851,12447028,6.8,6.4,7.3,0.2
,"65-74 years","65-74","Census Region 4: West","CENS-R4","1999","1999",46,3654539,1.3,0.9,1.7,0.2
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2000","2000",45,3663151,1.2,0.9,1.6,0.2
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2001","2001",34,3695316,0.9,0.6,1.3,0.2
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2002","2002",69,3730650,1.8,1.4,2.3,0.2
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2003","2003",72,3789417,1.9,1.5,2.4,0.2
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2004","2004",69,3856475,1.8,1.4,2.3,0.2
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2005","2005",98,3934068,2.5,2.0,3.0,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2006","2006",98,4026771,2.4,2.0,3.0,0.2
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2007","2007",91,4157608,2.2,1.8,2.7,0.2
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2008","2008",135,4354793,3.1,2.6,3.6,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2009","2009",144,4549281,3.2,2.6,3.7,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2010","2010",151,4685965,3.2,2.7,3.7,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2011","2011",162,4910963,3.3,2.8,3.8,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2012","2012",209,5266470,4.0,3.4,4.5,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2013","2013",238,5590202,4.3,3.7,4.8,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2014","2014",313,5901438,5.3,4.7,5.9,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2015","2015",308,6207394,5.0,4.4,5.5,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2016","2016",320,6480358,4.9,4.4,5.5,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2017","2017",396,6720736,5.9,5.3,6.5,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2018","2018",411,6943861,5.9,5.3,6.5,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2019","2019",487,7182413,6.8,6.2,7.4,0.3
,"65-74 years","65-74","Census Region 4: West","CENS-R4","2020","2020",566,7412974,7.6,7.0,8.3,0.3
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","1999","1999",11,2636209,Unreliable,0.2,0.7,0.1
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2000","2000",Suppressed,2665551,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2001","2001",10,2703449,Unreliable,0.2,0.7,0.1
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2002","2002",Suppressed,2730698,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2003","2003",Suppressed,2743272,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2004","2004",Suppressed,2748214,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2005","2005",Suppressed,2739273,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2006","2006",21,2718354,0.8,0.5,1.2,0.2
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2007","2007",16,2697547,Unreliable,0.3,1.0,0.1
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2008","2008",14,2665571,Unreliable,0.3,0.9,0.1
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2009","2009",12,2625697,Unreliable,0.2,0.8,0.1
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2010","2010",24,2609323,0.9,0.6,1.4,0.2
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2011","2011",10,2589436,Unreliable,0.2,0.7,0.1
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2012","2012",19,2576171,Unreliable,0.4,1.2,0.2
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2013","2013",22,2569873,0.9,0.5,1.3,0.2
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2014","2014",16,2575253,Unreliable,0.4,1.0,0.2
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2015","2015",12,2584362,Unreliable,0.2,0.8,0.1
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2016","2016",35,2611243,1.3,0.9,1.9,0.2
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2017","2017",21,2701777,0.8,0.5,1.2,0.2
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2018","2018",44,2803104,1.6,1.1,2.1,0.2
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2019","2019",40,2887655,1.4,1.0,1.9,0.2
,"75-84 years","75-84","Census Region 1: Northeast","CENS-R1","2020","2020",47,2951433,1.6,1.2,2.1,0.2
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","1999","1999",Suppressed,2928652,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2000","2000",Suppressed,2947070,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2001","2001",Suppressed,2985532,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2002","2002",11,3014401,Unreliable,0.2,0.7,0.1
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2003","2003",11,3036139,Unreliable,0.2,0.6,0.1
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2004","2004",14,3044879,Unreliable,0.3,0.8,0.1
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2005","2005",14,3051882,Unreliable,0.3,0.8,0.1
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2006","2006",Suppressed,3048630,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2007","2007",Suppressed,3034266,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2008","2008",14,3013448,Unreliable,0.3,0.8,0.1
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2009","2009",24,2980563,0.8,0.5,1.2,0.2
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2010","2010",16,2976797,Unreliable,0.3,0.9,0.1
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2011","2011",17,2976889,Unreliable,0.3,0.9,0.1
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2012","2012",19,2973186,Unreliable,0.4,1.0,0.1
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2013","2013",25,2986089,0.8,0.5,1.2,0.2
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2014","2014",17,3011658,Unreliable,0.3,0.9,0.1
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2015","2015",22,3032426,0.7,0.5,1.1,0.2
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2016","2016",25,3071957,0.8,0.5,1.2,0.2
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2017","2017",37,3158861,1.2,0.8,1.6,0.2
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2018","2018",35,3287752,1.1,0.7,1.5,0.2
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2019","2019",44,3379833,1.3,0.9,1.7,0.2
,"75-84 years","75-84","Census Region 2: Midwest","CENS-R2","2020","2020",52,3444693,1.5,1.1,2.0,0.2
,"75-84 years","75-84","Census Region 3: South","CENS-R3","1999","1999",14,4248887,Unreliable,0.2,0.6,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2000","2000",Suppressed,4295868,Suppressed,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2001","2001",19,4384650,Unreliable,0.3,0.7,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2002","2002",18,4455230,Unreliable,0.2,0.6,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2003","2003",18,4517688,Unreliable,0.2,0.6,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2004","2004",26,4570820,0.6,0.4,0.8,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2005","2005",30,4624160,0.6,0.4,0.9,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2006","2006",31,4658177,0.7,0.5,0.9,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2007","2007",27,4680544,0.6,0.4,0.8,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2008","2008",31,4715084,0.7,0.4,0.9,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2009","2009",45,4726398,1.0,0.7,1.3,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2010","2010",24,4765244,0.5,0.3,0.7,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2011","2011",30,4852074,0.6,0.4,0.9,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2012","2012",36,4919946,0.7,0.5,1.0,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2013","2013",34,5022790,0.7,0.5,0.9,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2014","2014",52,5146970,1.0,0.8,1.3,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2015","2015",61,5277059,1.2,0.9,1.5,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2016","2016",58,5433236,1.1,0.8,1.4,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2017","2017",74,5631070,1.3,1.0,1.6,0.2
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2018","2018",66,5920200,1.1,0.9,1.4,0.1
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2019","2019",89,6165950,1.4,1.2,1.8,0.2
,"75-84 years","75-84","Census Region 3: South","CENS-R3","2020","2020",81,6381887,1.3,1.0,1.6,0.1
,"75-84 years","75-84","Census Region 4: West","CENS-R4","1999","1999",22,2411166,0.9,0.6,1.4,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2000","2000",19,2452691,Unreliable,0.5,1.2,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2001","2001",18,2519987,Unreliable,0.4,1.1,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2002","2002",27,2564535,1.1,0.7,1.5,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2003","2003",32,2599339,1.2,0.8,1.7,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2004","2004",30,2625990,1.1,0.8,1.6,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2005","2005",36,2659487,1.4,0.9,1.9,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2006","2006",39,2669990,1.5,1.0,2.0,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2007","2007",43,2675082,1.6,1.2,2.2,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2008","2008",37,2681999,1.4,1.0,1.9,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2009","2009",36,2690117,1.3,0.9,1.9,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2010","2010",39,2709758,1.4,1.0,2.0,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2011","2011",43,2756831,1.6,1.1,2.1,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2012","2012",53,2803331,1.9,1.4,2.5,0.3
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2013","2013",38,2867767,1.3,0.9,1.8,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2014","2014",56,2948809,1.9,1.4,2.5,0.3
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2015","2015",68,3029327,2.2,1.7,2.8,0.3
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2016","2016",54,3117098,1.7,1.3,2.3,0.2
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2017","2017",75,3214843,2.3,1.8,2.9,0.3
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2018","2018",77,3383318,2.3,1.8,2.8,0.3
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2019","2019",92,3536434,2.6,2.1,3.2,0.3
,"75-84 years","75-84","Census Region 4: West","CENS-R4","2020","2020",74,3673534,2.0,1.6,2.5,0.2
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","1999","1999",Suppressed,918143,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2000","2000",Suppressed,938459,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2001","2001",Suppressed,956530,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2002","2002",Suppressed,972400,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2003","2003",Suppressed,996767,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2004","2004",Suppressed,1011948,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2005","2005",Suppressed,1043090,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2006","2006",11,1079367,Unreliable,0.5,1.8,0.3
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2007","2007",Suppressed,1113132,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2008","2008",Suppressed,1143314,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2009","2009",Suppressed,1175876,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2010","2010",Suppressed,1199702,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2011","2011",Suppressed,1240159,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2012","2012",12,1264790,Unreliable,0.5,1.7,0.3
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2013","2013",10,1291980,Unreliable,0.4,1.4,0.2
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2014","2014",11,1304362,Unreliable,0.4,1.5,0.3
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2015","2015",10,1316747,Unreliable,0.4,1.4,0.2
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2016","2016",13,1324577,Unreliable,0.5,1.7,0.3
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2017","2017",15,1353903,Unreliable,0.6,1.8,0.3
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2018","2018",10,1350758,Unreliable,0.4,1.4,0.2
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2019","2019",12,1352060,Unreliable,0.5,1.6,0.3
,"85+ years","85+","Census Region 1: Northeast","CENS-R1","2020","2020",Suppressed,1344991,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","1999","1999",Suppressed,1049509,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2000","2000",Suppressed,1064295,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2001","2001",Suppressed,1082708,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2002","2002",Suppressed,1095407,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2003","2003",Suppressed,1117735,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2004","2004",Suppressed,1134801,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2005","2005",Suppressed,1160505,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2006","2006",Suppressed,1197447,Suppressed,Suppressed,Suppressed,Suppressed
