Notes,Census Region,Census Region Code,Sex,Sex Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Year,Year Code,Month,Month Code,Deaths,Population,Crude Rate,source_file,year_start,year_end
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2014,2014,"May, 2014",2014/05,129,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2014,2014,"Jun., 2014",2014/06,133,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2014,2014,"Jul., 2014",2014/07,163,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2014,2014,"Aug., 2014",2014/08,147,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2014,2014,"Sep., 2014",2014/09,148,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2014,2014,"Oct., 2014",2014/10,153,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2014,2014,"Nov., 2014",2014/11,128,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2014,2014,"Dec., 2014",2014/12,133,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Jan., 2015",2015/01,143,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Feb., 2015",2015/02,127,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Mar., 2015",2015/03,164,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Apr., 2015",2015/04,145,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"May, 2015",2015/05,170,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Jun., 2015",2015/06,126,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Jul., 2015",2015/07,159,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Aug., 2015",2015/08,155,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Sep., 2015",2015/09,145,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Oct., 2015",2015/10,152,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Nov., 2015",2015/11,134,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2015,2015,"Dec., 2015",2015/12,139,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Jan., 2016",2016/01,180,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Feb., 2016",2016/02,184,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Mar., 2016",2016/03,197,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Apr., 2016",2016/04,158,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"May, 2016",2016/05,161,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Jun., 2016",2016/06,159,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Jul., 2016",2016/07,204,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Aug., 2016",2016/08,159,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Sep., 2016",2016/09,183,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Oct., 2016",2016/10,174,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Nov., 2016",2016/11,191,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2016,2016,"Dec., 2016",2016/12,213,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Jan., 2017",2017/01,253,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Feb., 2017",2017/02,220,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Mar., 2017",2017/03,211,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Apr., 2017",2017/04,203,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"May, 2017",2017/05,200,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Jun., 2017",2017/06,198,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Jul., 2017",2017/07,202,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Aug., 2017",2017/08,197,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Sep., 2017",2017/09,226,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Oct., 2017",2017/10,207,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Nov., 2017",2017/11,201,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2017,2017,"Dec., 2017",2017/12,191,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Jan., 2018",2018/01,183,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Feb., 2018",2018/02,150,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Mar., 2018",2018/03,192,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Apr., 2018",2018/04,162,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"May, 2018",2018/05,208,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Jun., 2018",2018/06,197,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Jul., 2018",2018/07,171,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Aug., 2018",2018/08,183,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Sep., 2018",2018/09,187,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Oct., 2018",2018/10,186,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Nov., 2018",2018/11,146,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2018,2018,"Dec., 2018",2018/12,195,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Jan., 2019",2019/01,196,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Feb., 2019",2019/02,177,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Mar., 2019",2019/03,179,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Apr., 2019",2019/04,176,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"May, 2019",2019/05,202,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Jun., 2019",2019/06,171,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Jul., 2019",2019/07,234,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Aug., 2019",2019/08,193,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Sep., 2019",2019/09,175,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Oct., 2019",2019/10,204,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Nov., 2019",2019/11,217,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2019,2019,"Dec., 2019",2019/12,196,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Jan., 2020",2020/01,210,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Feb., 2020",2020/02,237,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Mar., 2020",2020/03,213,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Apr., 2020",2020/04,202,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"May, 2020",2020/05,354,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Jun., 2020",2020/06,311,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Jul., 2020",2020/07,258,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Aug., 2020",2020/08,227,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Sep., 2020",2020/09,246,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Oct., 2020",2020/10,233,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Nov., 2020",2020/11,210,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,45-54 years,45-54,2020,2020,"Dec., 2020",2020/12,224,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Jan., 2011",2011/01,59,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Feb., 2011",2011/02,54,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Mar., 2011",2011/03,60,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Apr., 2011",2011/04,58,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"May, 2011",2011/05,73,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Jun., 2011",2011/06,68,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Jul., 2011",2011/07,67,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Aug., 2011",2011/08,55,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Sep., 2011",2011/09,62,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Oct., 2011",2011/10,64,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Nov., 2011",2011/11,61,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2011,2011,"Dec., 2011",2011/12,53,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Jan., 2012",2012/01,60,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Feb., 2012",2012/02,65,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Mar., 2012",2012/03,68,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Apr., 2012",2012/04,74,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"May, 2012",2012/05,68,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Jun., 2012",2012/06,63,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Jul., 2012",2012/07,61,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Aug., 2012",2012/08,69,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Sep., 2012",2012/09,45,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Oct., 2012",2012/10,61,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Nov., 2012",2012/11,55,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2012,2012,"Dec., 2012",2012/12,71,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Jan., 2013",2013/01,82,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Feb., 2013",2013/02,92,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Mar., 2013",2013/03,85,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Apr., 2013",2013/04,89,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"May, 2013",2013/05,70,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Jun., 2013",2013/06,76,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Jul., 2013",2013/07,76,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Aug., 2013",2013/08,79,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Sep., 2013",2013/09,87,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Oct., 2013",2013/10,72,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Nov., 2013",2013/11,86,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2013,2013,"Dec., 2013",2013/12,85,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Jan., 2014",2014/01,95,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Feb., 2014",2014/02,77,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Mar., 2014",2014/03,82,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Apr., 2014",2014/04,86,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"May, 2014",2014/05,90,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Jun., 2014",2014/06,78,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Jul., 2014",2014/07,85,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Aug., 2014",2014/08,82,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Sep., 2014",2014/09,86,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Oct., 2014",2014/10,116,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Nov., 2014",2014/11,93,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
"",Census Region 2: Midwest,CENS-R2,Male,M,55-64 years,55-64,2014,2014,"Dec., 2014",2014/12,69,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-2011-2020.xls,2011,2020
