Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Census Region 4: West,CENS-R4,1999,1999,"Mar., 1999",1999/03,Female,F,177,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Mar., 1999",1999/03,Male,M,331,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Apr., 1999",1999/04,Female,F,186,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Apr., 1999",1999/04,Male,M,382,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"May, 1999",1999/05,Female,F,163,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"May, 1999",1999/05,Male,M,358,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Jun., 1999",1999/06,Female,F,160,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Jun., 1999",1999/06,Male,M,339,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Jul., 1999",1999/07,Female,F,162,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Jul., 1999",1999/07,Male,M,390,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Aug., 1999",1999/08,Female,F,177,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Aug., 1999",1999/08,Male,M,374,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Sep., 1999",1999/09,Female,F,133,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Sep., 1999",1999/09,Male,M,313,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Oct., 1999",1999/10,Female,F,162,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Oct., 1999",1999/10,Male,M,354,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Nov., 1999",1999/11,Female,F,156,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Nov., 1999",1999/11,Male,M,319,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Dec., 1999",1999/12,Female,F,168,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,1999,1999,"Dec., 1999",1999/12,Male,M,291,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Jan., 2000",2000/01,Female,F,171,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Jan., 2000",2000/01,Male,M,365,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Feb., 2000",2000/02,Female,F,161,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Feb., 2000",2000/02,Male,M,306,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Mar., 2000",2000/03,Female,F,169,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Mar., 2000",2000/03,Male,M,369,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Apr., 2000",2000/04,Female,F,161,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Apr., 2000",2000/04,Male,M,358,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"May, 2000",2000/05,Female,F,175,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"May, 2000",2000/05,Male,M,368,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Jun., 2000",2000/06,Female,F,151,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Jun., 2000",2000/06,Male,M,339,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Jul., 2000",2000/07,Female,F,145,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Jul., 2000",2000/07,Male,M,353,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Aug., 2000",2000/08,Female,F,155,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Aug., 2000",2000/08,Male,M,304,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Sep., 2000",2000/09,Female,F,129,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Sep., 2000",2000/09,Male,M,248,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Oct., 2000",2000/10,Female,F,115,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Oct., 2000",2000/10,Male,M,219,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Nov., 2000",2000/11,Female,F,102,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Nov., 2000",2000/11,Male,M,211,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Dec., 2000",2000/12,Female,F,101,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2000,2000,"Dec., 2000",2000/12,Male,M,185,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Jan., 2001",2001/01,Female,F,124,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Jan., 2001",2001/01,Male,M,181,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Feb., 2001",2001/02,Female,F,107,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Feb., 2001",2001/02,Male,M,201,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Mar., 2001",2001/03,Female,F,125,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Mar., 2001",2001/03,Male,M,234,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Apr., 2001",2001/04,Female,F,134,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Apr., 2001",2001/04,Male,M,244,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"May, 2001",2001/05,Female,F,121,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"May, 2001",2001/05,Male,M,267,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Jun., 2001",2001/06,Female,F,146,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Jun., 2001",2001/06,Male,M,239,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Jul., 2001",2001/07,Female,F,156,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Jul., 2001",2001/07,Male,M,308,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Aug., 2001",2001/08,Female,F,152,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Aug., 2001",2001/08,Male,M,298,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Sep., 2001",2001/09,Female,F,143,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Sep., 2001",2001/09,Male,M,253,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Oct., 2001",2001/10,Female,F,143,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Oct., 2001",2001/10,Male,M,248,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Nov., 2001",2001/11,Female,F,134,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Nov., 2001",2001/11,Male,M,237,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Dec., 2001",2001/12,Female,F,144,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2001,2001,"Dec., 2001",2001/12,Male,M,279,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Jan., 2002",2002/01,Female,F,213,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Jan., 2002",2002/01,Male,M,364,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Feb., 2002",2002/02,Female,F,239,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Feb., 2002",2002/02,Male,M,334,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Mar., 2002",2002/03,Female,F,206,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Mar., 2002",2002/03,Male,M,396,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Apr., 2002",2002/04,Female,F,209,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Apr., 2002",2002/04,Male,M,371,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"May, 2002",2002/05,Female,F,230,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"May, 2002",2002/05,Male,M,400,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Jun., 2002",2002/06,Female,F,249,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Jun., 2002",2002/06,Male,M,391,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Jul., 2002",2002/07,Female,F,265,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Jul., 2002",2002/07,Male,M,424,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Aug., 2002",2002/08,Female,F,207,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Aug., 2002",2002/08,Male,M,420,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Sep., 2002",2002/09,Female,F,213,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Sep., 2002",2002/09,Male,M,371,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Oct., 2002",2002/10,Female,F,253,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Oct., 2002",2002/10,Male,M,364,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Nov., 2002",2002/11,Female,F,256,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Nov., 2002",2002/11,Male,M,414,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Dec., 2002",2002/12,Female,F,232,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2002,2002,"Dec., 2002",2002/12,Male,M,397,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Jan., 2003",2003/01,Female,F,243,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Jan., 2003",2003/01,Male,M,422,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Feb., 2003",2003/02,Female,F,238,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Feb., 2003",2003/02,Male,M,365,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Mar., 2003",2003/03,Female,F,258,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Mar., 2003",2003/03,Male,M,419,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Apr., 2003",2003/04,Female,F,245,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Apr., 2003",2003/04,Male,M,387,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"May, 2003",2003/05,Female,F,254,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"May, 2003",2003/05,Male,M,439,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Jun., 2003",2003/06,Female,F,220,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Jun., 2003",2003/06,Male,M,438,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Jul., 2003",2003/07,Female,F,264,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Jul., 2003",2003/07,Male,M,486,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Aug., 2003",2003/08,Female,F,216,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Aug., 2003",2003/08,Male,M,449,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Sep., 2003",2003/09,Female,F,238,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Sep., 2003",2003/09,Male,M,392,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Oct., 2003",2003/10,Female,F,258,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Oct., 2003",2003/10,Male,M,419,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Nov., 2003",2003/11,Female,F,271,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Nov., 2003",2003/11,Male,M,396,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Dec., 2003",2003/12,Female,F,266,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2003,2003,"Dec., 2003",2003/12,Male,M,426,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Jan., 2004",2004/01,Female,F,267,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Jan., 2004",2004/01,Male,M,434,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Feb., 2004",2004/02,Female,F,280,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Feb., 2004",2004/02,Male,M,412,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Mar., 2004",2004/03,Female,F,285,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Mar., 2004",2004/03,Male,M,449,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Apr., 2004",2004/04,Female,F,280,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Apr., 2004",2004/04,Male,M,413,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"May, 2004",2004/05,Female,F,265,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"May, 2004",2004/05,Male,M,436,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Jun., 2004",2004/06,Female,F,253,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Jun., 2004",2004/06,Male,M,435,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Jul., 2004",2004/07,Female,F,286,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Jul., 2004",2004/07,Male,M,472,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Aug., 2004",2004/08,Female,F,244,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Aug., 2004",2004/08,Male,M,446,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Sep., 2004",2004/09,Female,F,258,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Sep., 2004",2004/09,Male,M,404,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Oct., 2004",2004/10,Female,F,255,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Oct., 2004",2004/10,Male,M,403,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Nov., 2004",2004/11,Female,F,239,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Nov., 2004",2004/11,Male,M,364,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Dec., 2004",2004/12,Female,F,254,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2004,2004,"Dec., 2004",2004/12,Male,M,415,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Jan., 2005",2005/01,Female,F,261,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Jan., 2005",2005/01,Male,M,491,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Feb., 2005",2005/02,Female,F,257,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Feb., 2005",2005/02,Male,M,447,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Mar., 2005",2005/03,Female,F,287,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Mar., 2005",2005/03,Male,M,468,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Apr., 2005",2005/04,Female,F,276,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Apr., 2005",2005/04,Male,M,488,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"May, 2005",2005/05,Female,F,294,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"May, 2005",2005/05,Male,M,473,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Jun., 2005",2005/06,Female,F,244,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Jun., 2005",2005/06,Male,M,425,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Jul., 2005",2005/07,Female,F,295,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Jul., 2005",2005/07,Male,M,498,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Aug., 2005",2005/08,Female,F,266,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Aug., 2005",2005/08,Male,M,453,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Sep., 2005",2005/09,Female,F,291,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Sep., 2005",2005/09,Male,M,421,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Oct., 2005",2005/10,Female,F,286,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Oct., 2005",2005/10,Male,M,427,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Nov., 2005",2005/11,Female,F,263,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Nov., 2005",2005/11,Male,M,446,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Dec., 2005",2005/12,Female,F,300,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2005,2005,"Dec., 2005",2005/12,Male,M,469,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Jan., 2006",2006/01,Female,F,272,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Jan., 2006",2006/01,Male,M,436,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Feb., 2006",2006/02,Female,F,291,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Feb., 2006",2006/02,Male,M,426,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Mar., 2006",2006/03,Female,F,326,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Mar., 2006",2006/03,Male,M,488,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Apr., 2006",2006/04,Female,F,303,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Apr., 2006",2006/04,Male,M,472,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"May, 2006",2006/05,Female,F,276,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"May, 2006",2006/05,Male,M,484,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Jun., 2006",2006/06,Female,F,289,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Jun., 2006",2006/06,Male,M,492,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Jul., 2006",2006/07,Female,F,335,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Jul., 2006",2006/07,Male,M,591,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Aug., 2006",2006/08,Female,F,295,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Aug., 2006",2006/08,Male,M,513,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Sep., 2006",2006/09,Female,F,300,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Sep., 2006",2006/09,Male,M,454,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Oct., 2006",2006/10,Female,F,310,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Oct., 2006",2006/10,Male,M,500,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Nov., 2006",2006/11,Female,F,287,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Nov., 2006",2006/11,Male,M,454,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Dec., 2006",2006/12,Female,F,312,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2006,2006,"Dec., 2006",2006/12,Male,M,496,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Jan., 2007",2007/01,Female,F,350,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Jan., 2007",2007/01,Male,M,493,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Feb., 2007",2007/02,Female,F,295,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Feb., 2007",2007/02,Male,M,503,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Mar., 2007",2007/03,Female,F,342,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Mar., 2007",2007/03,Male,M,539,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Apr., 2007",2007/04,Female,F,335,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Apr., 2007",2007/04,Male,M,481,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"May, 2007",2007/05,Female,F,303,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"May, 2007",2007/05,Male,M,514,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Jun., 2007",2007/06,Female,F,332,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Jun., 2007",2007/06,Male,M,499,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Jul., 2007",2007/07,Female,F,321,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Jul., 2007",2007/07,Male,M,506,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Aug., 2007",2007/08,Female,F,336,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Aug., 2007",2007/08,Male,M,527,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Sep., 2007",2007/09,Female,F,317,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Sep., 2007",2007/09,Male,M,522,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Oct., 2007",2007/10,Female,F,349,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Oct., 2007",2007/10,Male,M,491,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Nov., 2007",2007/11,Female,F,321,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Nov., 2007",2007/11,Male,M,508,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Dec., 2007",2007/12,Female,F,329,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2007,2007,"Dec., 2007",2007/12,Male,M,554,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Jan., 2008",2008/01,Female,F,356,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Jan., 2008",2008/01,Male,M,547,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Feb., 2008",2008/02,Female,F,362,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Feb., 2008",2008/02,Male,M,561,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Mar., 2008",2008/03,Female,F,308,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Mar., 2008",2008/03,Male,M,509,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Apr., 2008",2008/04,Female,F,333,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Apr., 2008",2008/04,Male,M,515,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"May, 2008",2008/05,Female,F,356,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"May, 2008",2008/05,Male,M,488,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Jun., 2008",2008/06,Female,F,323,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Jun., 2008",2008/06,Male,M,495,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Jul., 2008",2008/07,Female,F,312,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Jul., 2008",2008/07,Male,M,463,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Aug., 2008",2008/08,Female,F,307,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Aug., 2008",2008/08,Male,M,535,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Sep., 2008",2008/09,Female,F,325,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Sep., 2008",2008/09,Male,M,520,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Oct., 2008",2008/10,Female,F,350,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Oct., 2008",2008/10,Male,M,486,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Nov., 2008",2008/11,Female,F,326,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Nov., 2008",2008/11,Male,M,469,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Dec., 2008",2008/12,Female,F,315,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2008,2008,"Dec., 2008",2008/12,Male,M,516,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2009,2009,"Jan., 2009",2009/01,Female,F,348,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2009,2009,"Jan., 2009",2009/01,Male,M,506,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2009,2009,"Feb., 2009",2009/02,Female,F,341,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2009,2009,"Feb., 2009",2009/02,Male,M,505,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2009,2009,"Mar., 2009",2009/03,Female,F,379,Not Applicable,Not Applicable
